geoid,geoid20,year,denom_total_pop,lowaccess_count,lowaccess_pct,denom_li_pop,lowaccess_li_count,lowaccess_li_pct,denom_tot_kids,lowaccess_kids_count,lowaccess_kids_pct,denom_tot_seniors,lowaccess_seniors_count,lowaccess_seniors_pct
1400000US06037572202,6037572202,2019,3606,1374,38.103161,615,192,31.219513,834,316,37.889687,479,171,35.699375
1400000US06037572301,6037572301,2019,3795,1237,32.59552,2007,566,28.201296,1166,380,32.59005,287,84,29.268293
1400000US06037572500,6037572500,2019,3365,433,12.867756,1941,147,7.5734158,1036,123,11.872587,657,55,8.3713846
1400000US06037572600,6037572600,2019,5370,54,1.0055866,2595,30,1.1560694,1415,16,1.1307421,574,5,.87108016
1400000US06037572700,6037572700,2019,5499,0,0,2200,0,0,1450,0,0,678,0,0
1400000US06037573002,6037573002,2019,3990,0,0,3035,0,0,1457,0,0,132,0,0
1400000US06037573003,6037573003,2019,1802,0,0,807,0,0,457,0,0,140,0,0
1400000US06037573004,6037573004,2019,5153,0,0,2186,0,0,1754,0,0,203,0,0
1400000US06037573101,6037573101,2019,3163,187,5.9121089,1462,48,3.2831738,899,39,4.3381534,218,25,11.46789
1400000US06037573102,6037573102,2019,4002,237,5.922039,1850,60,3.2432432,1137,50,4.3975372,275,32,11.636364
1400000US06037573201,6037573201,2019,4927,1550,31.459307,2565,743,28.966862,1624,530,32.635468,308,79,25.649351
1400000US06037573202,6037573202,2019,6230,1789,28.715891,3177,744,23.41832,1994,574,28.78636,317,118,37.223976
1400000US06037573300,6037573300,2019,4310,3643,84.524361,2508,2237,89.19458,1390,1189,85.539566,254,206,81.102364
1400000US06037573401,6037573401,2019,1432,184,12.849162,362,46,12.707182,377,54,14.323607,126,14,11.111111
1400000US06037573402,6037573402,2019,6426,3185,49.56427,2187,905,41.380886,1670,696,41.676647,476,280,58.823528
1400000US06037573403,6037573403,2019,3179,664,20.887072,636,124,19.496855,586,144,24.57338,309,62,20.064724
1400000US06037573601,6037573601,2019,6162,4931,80.02272,647,477,73.724884,1310,1046,79.847328,791,638,80.657394
1400000US06037573700,6037573700,2019,4538,2299,50.661083,382,190,49.73822,972,482,49.588478,592,317,53.547298
1400000US06037573800,6037573800,2019,4284,2213,51.65733,416,215,51.682693,1032,519,50.290699,508,275,54.133858
1400000US06037573902,6037573902,2019,2076,1979,95.327553,87,88,101.14942,408,387,94.852943,408,388,95.098038
1400000US06037574000,6037574000,2019,5277,2314,43.850674,416,150,36.057693,1183,451,38.123417,851,392,46.063454
1400000US06037574100,6037574100,2019,5098,1207,23.675951,585,125,21.367521,1143,263,23.009624,680,152,22.352942
1400000US06037574201,6037574201,2019,3117,662,21.238371,635,151,23.779528,694,148,21.325649,436,98,22.477064
1400000US06037574202,6037574202,2019,2133,1489,69.807785,530,418,78.867928,433,265,61.200924,373,326,87.399467
1400000US06037574300,6037574300,2019,5774,3122,54.069969,740,262,35.405407,1230,695,56.504066,895,485,54.189945
1400000US06037574400,6037574400,2019,5141,2118,41.198212,826,264,31.96126,1137,477,41.952507,814,340,41.769043
1400000US06037574500,6037574500,2019,6356,6356,100,766,794,103.65535,1386,1386,100,1028,1028,100
1400000US06037574602,6037574602,2019,1277,1271,99.530151,222,232,104.5045,178,177,99.438202,462,459,99.350647
1400000US06037574800,6037574800,2019,3000,1931,64.366669,572,260,45.454544,436,325,74.541283,501,338,67.465073
1400000US06037574901,6037574901,2019,3725,238,6.3892617,448,30,6.6964288,886,55,6.207675,423,33,7.8014183
1400000US06037574902,6037574902,2019,4767,705,14.789176,2787,392,14.065303,601,58,9.6505823,282,53,18.794327
1400000US06037575001,6037575001,2019,3651,471,12.900576,751,84,11.185086,644,93,14.440994,219,27,12.328767
1400000US06037575002,6037575002,2019,4625,1998,43.200001,1091,421,38.588451,708,318,44.915253,632,233,36.867088
1400000US06037575101,6037575101,2019,4742,470,9.9114294,2764,171,6.186686,1536,137,8.9192705,205,24,11.707317
1400000US06037575102,6037575102,2019,4510,0,0,2642,0,0,1471,0,0,216,0,0
1400000US06037575103,6037575103,2019,5093,1573,30.885529,2212,742,33.544304,1280,437,34.140625,256,61,23.828125
1400000US06037575201,6037575201,2019,4667,263,5.6353116,2800,135,4.8214288,1508,78,5.1724138,291,15,5.1546392
1400000US06037575202,6037575202,2019,4916,201,4.0886898,2525,99,3.9207921,1689,70,4.144464,239,12,5.0209203
1400000US06037575300,6037575300,2019,4947,0,0,3160,0,0,1610,0,0,399,0,0
1400000US06037575401,6037575401,2019,5155,0,0,3531,0,0,1761,0,0,189,0,0
1400000US06037575402,6037575402,2019,4065,0,0,2498,0,0,1404,0,0,139,0,0
1400000US06037575801,6037575801,2019,2446,458,18.724447,1492,321,21.514746,899,141,15.684093,73,17,23.287672
1400000US06037575802,6037575802,2019,5167,0,0,4056,0,0,1789,0,0,182,0,0
1400000US06037575803,6037575803,2019,2837,0,0,2091,0,0,696,0,0,506,0,0
1400000US06037575901,6037575901,2019,3437,1904,55.397148,2076,1122,54.046242,973,551,56.628983,151,88,58.278145
1400000US06037575902,6037575902,2019,4762,0,0,2264,0,0,721,0,0,484,0,0
1400000US06037576001,6037576001,2019,5195,415,7.9884505,721,65,9.0152569,334,34,10.179641,545,39,7.1559634
1400000US06037576200,6037576200,2019,6158,0,0,3346,0,0,1236,0,0,493,0,0
1400000US06037576301,6037576301,2019,4176,0,0,2317,0,0,1045,0,0,362,0,0
1400000US06037576302,6037576302,2019,4101,0,0,2704,0,0,1341,0,0,159,0,0
1400000US06037576401,6037576401,2019,4779,0,0,3477,0,0,1657,0,0,219,0,0
1400000US06037576402,6037576402,2019,5181,0,0,3060,0,0,1768,0,0,220,0,0
1400000US06037576403,6037576403,2019,5033,0,0,3754,0,0,1638,0,0,191,0,0
1400000US06037576501,6037576501,2019,3369,4,.11872959,1592,2,.12562814,791,0,0,275,0,0
1400000US06037576502,6037576502,2019,4543,1087,23.92692,2686,521,19.396873,993,133,13.393756,196,68,34.693878
1400000US06037576503,6037576503,2019,4454,1334,29.950605,1710,434,25.380117,1008,192,19.047619,397,62,15.617128
1400000US06037576601,6037576601,2019,4210,669,15.890737,1129,205,18.157661,376,43,11.436171,384,91,23.697916
1400000US06037576602,6037576602,2019,3955,3954,99.974716,1200,1127,93.916664,260,260,100,457,457,100
1400000US06037576700,6037576700,2019,4047,921,22.757599,1118,213,19.051878,402,69,17.164179,523,154,29.445507
1400000US06037576801,6037576801,2019,4320,934,21.620371,1666,454,27.2509,715,106,14.825175,361,58,16.066483
1400000US06037576802,6037576802,2019,3992,0,0,1095,0,0,572,0,0,275,0,0
1400000US06037576901,6037576901,2019,6092,0,0,3344,0,0,1965,0,0,254,0,0
1400000US06037576903,6037576903,2019,3802,0,0,1945,0,0,1170,0,0,120,0,0
1400000US06037576904,6037576904,2019,3288,0,0,1298,0,0,717,0,0,144,0,0
1400000US06037577000,6037577000,2019,6995,2789,39.871338,2436,906,37.19212,1072,399,37.22015,459,273,59.477123
1400000US06037577100,6037577100,2019,6700,2194,32.746269,1569,366,23.32696,987,351,35.562309,617,175,28.363047
1400000US06037577200,6037577200,2019,5414,31,.57258958,1102,8,.7259528,491,5,1.01833,579,3,.51813471
1400000US06037577300,6037577300,2019,5546,3867,69.725929,899,444,49.38821,602,452,75.083054,453,328,72.406181
1400000US06037577400,6037577400,2019,3253,3227,99.200737,735,750,102.04082,406,400,98.522171,380,377,99.210526
1400000US06037577501,6037577501,2019,3435,1990,57.933041,545,259,47.522934,498,291,58.433735,798,465,58.270676
1400000US06037577504,6037577504,2019,1448,1448,100,209,219,104.78469,150,150,100,260,260,100
1400000US06037577602,6037577602,2019,3429,999,29.133858,400,100,25,390,204,52.307693,853,223,26.143024
1400000US06037577604,6037577604,2019,1388,408,29.394814,100,30,30,122,80,65.573769,367,95,25.885559
1400000US06037577605,6037577605,2019,4701,2719,57.838757,623,264,42.375603,816,519,63.60294,771,347,45.006485
1400000US06037577606,6037577606,2019,3554,2055,57.822174,471,199,42.25053,616,392,63.636364,582,263,45.189003
1400000US06037577700,6037577700,2019,4504,91,2.0204263,1343,17,1.2658228,1281,25,1.9516003,439,9,2.0501139
1400000US06037577800,6037577800,2019,4269,1538,36.027172,991,241,24.318871,1167,419,35.904026,427,166,38.875877
1400000US06037577900,6037577900,2019,5369,3102,57.776123,1234,510,41.32901,949,570,60.063225,1120,698,62.32143
1400000US06037578000,6037578000,2019,6089,4610,75.710297,3955,3002,75.903915,1960,1569,80.051018,406,252,62.068966
1400000US06037578100,6037578100,2019,1980,1866,94.242424,,,,23,20,86.95652,60,10,16.666666
1400000US06037599000,6037599000,2019,3559,194,5.4509692,1092,54,4.945055,894,48,5.3691278,403,27,6.6997519
1400000US06037600100,6037600100,2019,6657,4067,61.093586,4628,2758,59.593777,2187,1375,62.871513,477,287,60.167713
1400000US06037600201,6037600201,2019,4600,4600,100,3065,2949,96.215332,1486,1486,100,285,285,100
1400000US06037600202,6037600202,2019,6205,6205,100,4247,3778,88.956909,1947,1947,100,468,468,100
1400000US06037600302,6037600302,2019,3317,1623,48.929756,1035,662,63.961353,778,387,49.742931,483,210,43.47826
1400000US06037600303,6037600303,2019,3664,3556,97.052399,2595,2339,90.134872,1266,1227,96.919434,207,199,96.135269
1400000US06037600304,6037600304,2019,3424,1542,45.035046,2431,1105,45.454544,1196,551,46.070232,158,70,44.303799
1400000US06037600400,6037600400,2019,3976,1932,48.591549,1346,734,54.531948,998,508,50.901802,599,257,42.904842
1400000US06037600501,6037600501,2019,2478,178,7.1832123,725,45,6.2068968,514,26,5.0583658,456,48,10.526316
1400000US06037600601,6037600601,2019,2461,194,7.8829746,726,56,7.7134986,501,43,8.5828342,499,38,7.6152306
1400000US06037600602,6037600602,2019,2551,0,0,1816,0,0,907,0,0,113,0,0
1400000US06037600702,6037600702,2019,4148,1214,29.267117,835,198,23.712574,935,308,32.941177,547,91,16.636198
1400000US06037600703,6037600703,2019,1913,1372,71.71981,384,268,69.791664,287,188,65.505226,435,342,78.620689
1400000US06037600704,6037600704,2019,3014,2953,97.976112,1012,853,84.288536,595,580,97.478989,557,546,98.025131
1400000US06037600801,6037600801,2019,3245,3245,100,528,746,141.28787,685,685,100,566,566,100
1400000US06037600802,6037600802,2019,2597,2580,99.345398,404,415,102.72277,520,516,99.230766,433,430,99.307159
1400000US06037600902,6037600902,2019,6613,746,11.28081,3820,328,8.5863876,1746,226,12.943871,550,63,11.454545
1400000US06037600911,6037600911,2019,3349,655,19.558077,1041,293,28.146013,891,173,19.416386,264,55,20.833334
1400000US06037600912,6037600912,2019,5517,5510,99.873123,2908,2823,97.077026,1609,1607,99.875702,351,350,99.715103
1400000US06037601001,6037601001,2019,2154,112,5.1996288,841,18,2.1403091,356,24,6.7415729,506,16,3.1620553
1400000US06037601002,6037601002,2019,5311,37,.69666731,2322,22,.9474591,1442,10,.69348127,393,2,.50890583
1400000US06037601100,6037601100,2019,6533,1490,22.807285,3743,979,26.155491,1905,390,20.472441,566,256,45.229683
1400000US06037601202,6037601202,2019,4115,0,0,1513,0,0,1129,0,0,316,0,0
1400000US06037601211,6037601211,2019,2823,207,7.3326249,1445,114,7.8892732,675,60,8.8888893,387,14,3.6175711
1400000US06037601212,6037601212,2019,6511,0,0,3687,0,0,1986,0,0,361,0,0
1400000US06037601301,6037601301,2019,1915,0,0,375,0,0,391,0,0,242,0,0
1400000US06037601302,6037601302,2019,6854,3224,47.038227,3238,1623,50.123531,1798,887,49.332592,396,161,40.656567
1400000US06037601303,6037601303,2019,4879,0,0,2179,0,0,1272,0,0,385,0,0
1400000US06037601401,6037601401,2019,4683,4432,94.64019,3106,2298,73.985832,1173,1103,94.032394,296,279,94.25676
1400000US06037601402,6037601402,2019,5059,3345,66.119789,1806,1239,68.604652,1340,903,67.388062,368,234,63.586956
1400000US06037601501,6037601501,2019,3890,2872,73.830338,2592,1893,73.03241,1283,983,76.617302,191,141,73.821991
1400000US06037601502,6037601502,2019,3963,2497,63.007824,2764,1773,64.146164,1341,862,64.280388,210,135,64.285713
1400000US06037601600,6037601600,2019,4375,3583,81.897141,1990,1653,83.065323,1412,1148,81.303116,320,249,77.8125
1400000US06037601700,6037601700,2019,5483,0,0,2753,0,0,1820,0,0,243,0,0
1400000US06037601801,6037601801,2019,3789,0,0,1763,0,0,1229,0,0,166,0,0
1400000US06037601802,6037601802,2019,4658,0,0,1677,0,0,1549,0,0,233,0,0
1400000US06037601900,6037601900,2019,5685,0,0,2733,0,0,1965,0,0,242,0,0
1400000US06037602002,6037602002,2019,3193,3085,96.617599,1632,1694,103.79902,967,937,96.897621,174,169,97.126434
1400000US06037602003,6037602003,2019,5124,130,2.5370803,2299,76,3.3057852,1678,45,2.6817639,309,8,2.5889966
1400000US06037602103,6037602103,2019,6991,74,1.0585037,3514,43,1.2236767,2049,22,1.0736945,604,3,.49668875
1400000US06037602104,6037602104,2019,5579,708,12.690446,2779,343,12.342569,1624,211,12.992611,342,30,8.7719297
1400000US06037602105,6037602105,2019,4273,2,.046805523,1912,1,.052301254,1208,0,0,293,0,0
1400000US06037602106,6037602106,2019,5702,1839,32.251842,2282,1016,44.52235,1384,427,30.852602,448,165,36.830357
1400000US06037602201,6037602201,2019,5596,5047,90.189423,1962,1551,79.051987,1368,1206,88.157898,441,418,94.784584
1400000US06037602202,6037602202,2019,1718,1550,90.221184,602,476,79.069771,420,370,88.095238,136,128,94.117645
1400000US06037602301,6037602301,2019,6263,4002,63.89909,1211,657,54.252686,1554,989,63.642212,685,438,63.941605
1400000US06037602302,6037602302,2019,3544,1252,35.327312,398,86,21.60804,734,271,36.920982,503,203,40.357853
1400000US06037602402,6037602402,2019,6769,1337,19.75181,2458,420,17.087063,1777,346,19.471018,670,147,21.940298
1400000US06037602403,6037602403,2019,5230,0,0,1904,0,0,1508,0,0,363,0,0
1400000US06037602404,6037602404,2019,5863,0,0,2171,0,0,1626,0,0,431,0,0
1400000US06037602504,6037602504,2019,4407,0,0,2367,0,0,1222,0,0,182,0,0
1400000US06037602505,6037602505,2019,4072,0,0,2324,0,0,1212,0,0,157,0,0
1400000US06037602506,6037602506,2019,4329,11,.25410026,2246,6,.26714158,1177,3,.25488532,188,0,0
1400000US06037602507,6037602507,2019,4156,0,0,2190,0,0,1078,0,0,270,0,0
1400000US06037602510,6037602510,2019,3519,143,4.0636544,1571,75,4.7740293,1037,42,4.0501447,206,9,4.3689322
1400000US06037602511,6037602511,2019,3540,168,4.7457628,1575,82,5.2063494,1044,50,4.7892718,208,10,4.8076925
1400000US06037602512,6037602512,2019,607,412,67.874794,185,118,63.783783,192,127,66.145836,33,26,78.78788
1400000US06037602513,6037602513,2019,3708,2399,64.697952,1120,682,60.892857,1154,735,63.691509,217,154,70.967743
1400000US06037602601,6037602601,2019,5274,2644,50.132725,1836,816,44.444443,1196,599,50.083611,863,435,50.405563
1400000US06037602602,6037602602,2019,2636,1322,50.151745,918,408,44.444443,598,299,50,432,218,50.462963
1400000US06037602700,6037602700,2019,3074,170,5.5302539,902,24,2.660754,640,35,5.46875,547,16,2.9250457
1400000US06037602801,6037602801,2019,3819,116,3.0374444,1845,65,3.5230353,1296,45,3.4722223,221,3,1.3574661
1400000US06037602802,6037602802,2019,4304,4,.092936806,1159,1,.086281277,1105,1,.09049774,590,0,0
1400000US06037602900,6037602900,2019,4427,2152,48.610798,2489,1175,47.207714,1274,595,46.703297,414,212,51.207729
1400000US06037603004,6037603004,2019,1512,0,0,565,0,0,252,0,0,247,0,0
1400000US06037603005,6037603005,2019,5591,2038,36.451439,2620,936,35.725189,1596,620,38.847118,375,119,31.733334
1400000US06037603006,6037603006,2019,2035,0,0,903,0,0,366,0,0,428,0,0
1400000US06037603007,6037603007,2019,4203,474,11.277658,1883,248,13.170473,1098,120,10.928962,506,53,10.474308
1400000US06037603008,6037603008,2019,2936,331,11.273842,1316,174,13.221885,767,83,10.821382,354,37,10.451978
1400000US06037603101,6037603101,2019,4244,98,2.3091424,1323,24,1.8140589,903,25,2.7685492,557,10,1.7953322
1400000US06037603102,6037603102,2019,4081,233,5.7093849,1431,93,6.4989519,930,65,6.9892473,686,14,2.0408163
1400000US06037603200,6037603200,2019,2777,257,9.254591,759,26,3.42556,457,56,12.253829,607,34,5.6013179
1400000US06037603301,6037603301,2019,3828,483,12.617555,1061,99,9.3308201,695,107,15.395683,711,68,9.5639944
1400000US06037603302,6037603302,2019,3782,337,8.9106293,1504,99,6.5824466,722,71,9.8337946,656,44,6.7073169
1400000US06037603400,6037603400,2019,4367,33,.75566751,1559,19,1.21873,1052,8,.76045626,608,2,.32894737
1400000US06037603500,6037603500,2019,3074,0,0,527,0,0,700,0,0,389,0,0
1400000US06037603600,6037603600,2019,4037,0,0,1077,0,0,799,0,0,487,0,0
1400000US06037603702,6037603702,2019,5078,2323,45.746357,965,576,59.689117,1144,515,45.017483,689,341,49.492016
1400000US06037603703,6037603703,2019,2703,1,.036995929,317,0,0,654,0,0,298,0,0
1400000US06037603705,6037603705,2019,2667,0,0,1167,0,0,845,0,0,102,0,0
1400000US06037603706,6037603706,2019,3681,0,0,1612,0,0,1167,0,0,140,0,0
1400000US06037603801,6037603801,2019,4483,0,0,2077,0,0,1255,0,0,256,0,0
1400000US06037603802,6037603802,2019,4153,657,15.819889,1719,298,17.335661,1104,168,15.217391,303,57,18.811882
1400000US06037603901,6037603901,2019,3700,0,0,1937,0,0,985,0,0,319,0,0
1400000US06037603902,6037603902,2019,3779,0,0,1979,0,0,1006,0,0,326,0,0
1400000US06037604001,6037604001,2019,4470,288,6.4429531,1774,168,9.4701242,1258,75,5.961844,280,20,7.1428571
1400000US06037604002,6037604002,2019,5078,538,10.594723,2059,195,9.4706163,1350,136,10.074074,269,38,14.126394
1400000US06037604101,6037604101,2019,3327,138,4.147881,1502,50,3.3288949,923,40,4.3336945,235,8,3.4042554
1400000US06037604102,6037604102,2019,3696,153,4.1396103,1668,56,3.3573141,1025,44,4.2926831,261,8,3.065134
1400000US06037604200,6037604200,2019,6208,391,6.2983246,1910,62,3.2460732,1784,97,5.4372196,495,49,9.8989897
1400000US06037609900,6037609900,2019,1998,135,6.7567568,660,31,4.6969695,408,21,5.147059,357,43,12.044818
1400000US06037620001,6037620001,2019,3943,2249,57.037788,564,333,59.042553,949,542,57.112751,445,265,59.55056
1400000US06037620002,6037620002,2019,3609,2089,57.883072,522,344,65.900383,805,419,52.04969,368,234,63.586956
1400000US06037620101,6037620101,2019,5426,5426,100,1282,1210,94.383774,1253,1253,100,530,530,100
1400000US06037620102,6037620102,2019,3617,3617,100,647,664,102.62751,677,677,100,334,334,100
1400000US06037620201,6037620201,2019,1530,1530,100,162,160,98.765434,116,116,100,108,108,100
1400000US06037620301,6037620301,2019,4657,2466,52.952545,330,175,53.030304,1451,788,54.307373,578,295,51.038063
1400000US06037620303,6037620303,2019,4547,0,0,196,0,0,1314,0,0,581,0,0
1400000US06037620305,6037620305,2019,6227,3413,54.8097,497,190,38.229378,1152,659,57.204861,633,323,51.026855
1400000US06037620400,6037620400,2019,5081,0,0,344,0,0,1286,0,0,803,0,0
1400000US06037620501,6037620501,2019,5390,3048,56.549164,686,429,62.536442,1165,712,61.115879,517,305,58.994198
1400000US06037620521,6037620521,2019,4097,1297,31.65731,633,281,44.391785,923,283,30.660889,275,77,28
1400000US06037620522,6037620522,2019,4632,1216,26.252159,584,131,22.431507,990,248,25.050505,390,127,32.564102
1400000US06037620601,6037620601,2019,5522,0,0,820,0,0,1139,0,0,456,0,0
1400000US06037620602,6037620602,2019,5363,379,7.0669403,554,44,7.9422383,1152,79,6.8576388,593,44,7.419899
1400000US06037620701,6037620701,2019,6704,1867,27.849045,724,214,29.55801,1378,354,25.689405,636,263,41.3522
1400000US06037620703,6037620703,2019,3073,1041,33.87569,202,68,33.663368,772,256,33.160622,289,102,35.294117
1400000US06037620704,6037620704,2019,3982,1348,33.852337,262,88,33.587788,1000,331,33.099998,374,132,35.294117
1400000US06037620801,6037620801,2019,3641,1044,28.673441,311,103,33.118973,976,299,30.635246,476,126,26.470589
1400000US06037620802,6037620802,2019,3924,1125,28.669725,335,111,33.134327,1052,323,30.703423,513,136,26.510721
1400000US06037620901,6037620901,2019,2621,0,0,351,0,0,721,0,0,378,0,0
1400000US06037620904,6037620904,2019,2888,1011,35.006924,263,77,29.277567,652,210,32.208588,384,160,41.666668
1400000US06037621001,6037621001,2019,4239,59,1.3918377,325,6,1.8461539,732,9,1.2295082,544,6,1.1029412
1400000US06037621005,6037621005,2019,5735,3359,58.570183,555,402,72.432434,932,461,49.46352,595,345,57.983192
1400000US06037621102,6037621102,2019,2881,0,0,396,0,0,639,0,0,234,0,0
1400000US06037621104,6037621104,2019,6643,1365,20.547945,883,141,15.96829,788,103,13.071066,384,102,26.5625
1400000US06037621201,6037621201,2019,6451,303,4.6969461,696,25,3.591954,1192,72,6.0402684,662,45,6.7975831
1400000US06037621204,6037621204,2019,3230,587,18.173374,361,72,19.944599,212,24,11.320755,587,89,15.161839
1400000US06037621301,6037621301,2019,6768,5474,80.880615,862,678,78.654289,1322,1146,86.686836,797,527,66.122963
1400000US06037621324,6037621324,2019,3842,3268,85.059868,440,398,90.454544,380,321,84.473686,496,418,84.274193
1400000US06037621326,6037621326,2019,3260,897,27.515337,293,73,24.914677,326,108,33.128834,378,135,35.714287
1400000US06037621400,6037621400,2019,4414,1521,34.458542,571,178,31.17338,932,350,37.55365,531,166,31.26177
1400000US06037650001,6037650001,2019,5853,53,.90551853,1202,2,.16638935,1133,8,.70609003,1102,4,.3629764
1400000US06037650003,6037650003,2019,3158,637,20.170994,888,181,20.382883,715,185,25.874126,308,41,13.311688
1400000US06037650004,6037650004,2019,4005,1449,36.179775,1197,360,30.075188,861,305,35.423927,380,126,33.157894
1400000US06037650101,6037650101,2019,5868,1322,22.528971,1084,285,26.291513,1323,275,20.786093,1161,261,22.480619
1400000US06037650102,6037650102,2019,2247,494,21.984869,288,99,34.375,519,117,22.543352,252,43,17.063492
1400000US06037650200,6037650200,2019,5781,5369,92.873207,904,804,88.938049,1368,1278,93.421051,755,701,92.847679
1400000US06037650300,6037650300,2019,6704,320,4.7732697,2289,45,1.965924,1438,78,5.4242001,997,36,3.6108325
1400000US06037650401,6037650401,2019,4472,1880,42.039356,727,282,38.789547,1112,465,41.816547,602,284,47.176079
1400000US06037650501,6037650501,2019,3063,8,.26118186,470,2,.42553192,701,2,.28530669,434,2,.4608295
1400000US06037650502,6037650502,2019,4293,2489,57.978104,696,456,65.517242,957,565,59.038662,749,437,58.34446
1400000US06037650603,6037650603,2019,3941,3336,84.648567,564,537,95.212769,851,720,84.606346,814,674,82.80098
1400000US06037650604,6037650604,2019,5411,2308,42.653854,1852,554,29.913607,1095,473,43.196346,618,284,45.954693
1400000US06037650605,6037650605,2019,2761,657,23.795727,498,108,21.686747,606,145,23.927393,312,109,34.935898
1400000US06037650606,6037650606,2019,4239,411,9.6956825,950,108,11.368421,945,114,12.063492,539,30,5.5658627
1400000US06037650607,6037650607,2019,2922,283,9.6851473,655,75,11.450381,652,78,11.96319,372,21,5.6451612
1400000US06037650701,6037650701,2019,2521,186,7.3780246,318,20,6.2893081,498,39,7.8313255,493,20,4.0567951
1400000US06037650702,6037650702,2019,4590,2564,55.860565,317,152,47.949528,1147,635,55.361813,666,362,54.354355
1400000US06037650801,6037650801,2019,4063,509,12.527689,613,53,8.6460037,847,88,10.38961,565,109,19.292036
1400000US06037650802,6037650802,2019,3005,377,12.545757,453,40,8.8300219,627,65,10.366826,418,80,19.138756
1400000US06037650901,6037650901,2019,5928,788,13.292848,967,154,15.925543,1257,223,17.740652,630,71,11.269841
1400000US06037650903,6037650903,2019,3774,2099,55.617382,490,285,58.163265,863,487,56.431053,350,206,58.857143
1400000US06037650904,6037650904,2019,3329,1852,55.63232,432,251,58.101852,762,429,56.299213,308,182,59.090908
1400000US06037651001,6037651001,2019,5522,1617,29.282869,1360,274,20.147058,1235,348,28.178137,855,251,29.356726
1400000US06037651002,6037651002,2019,4605,3098,67.274704,767,573,74.70665,910,589,64.725273,784,551,70.280609
1400000US06037651101,6037651101,2019,5100,2330,45.686275,751,381,50.732357,1148,540,47.038326,1072,461,43.003731
1400000US06037651102,6037651102,2019,3639,1039,28.5518,624,127,20.352564,606,179,29.537954,928,79,8.5129309
1400000US06037651201,6037651201,2019,5048,3013,59.687004,309,197,63.754044,1253,757,60.415005,698,394,56.446991
1400000US06037651221,6037651221,2019,3291,70,2.127013,659,13,1.9726859,698,14,2.0057306,509,9,1.7681729
1400000US06037651222,6037651222,2019,6211,2,.032200933,1124,0,0,1561,0,0,595,0,0
1400000US06037651302,6037651302,2019,6289,2133,33.916363,730,177,24.246574,1405,481,34.234875,1242,447,35.990337
1400000US06037651304,6037651304,2019,5086,405,7.9630356,626,66,10.543131,788,47,5.964467,847,114,13.459268
1400000US06037651401,6037651401,2019,2315,677,29.244061,285,81,28.421053,453,138,30.463575,526,165,31.368822
1400000US06037651402,6037651402,2019,6043,31,.51299024,1069,9,.84190834,1432,6,.41899443,767,2,.26075619
1400000US06037670001,6037670001,2019,3308,2507,75.785973,714,527,73.809525,672,527,78.422623,503,404,80.318092
1400000US06037670002,6037670002,2019,4001,2268,56.685829,653,390,59.72435,961,528,54.942768,471,288,61.146496
1400000US06037670003,6037670003,2019,5788,1367,23.61783,922,167,18.112799,1183,306,25.866442,674,155,22.997032
1400000US06037670101,6037670101,2019,4390,1244,28.33713,1422,504,35.443039,928,265,28.556034,574,232,40.418118
1400000US06037670102,6037670102,2019,2503,722,28.845385,838,298,35.56086,527,153,29.032259,315,136,43.174603
1400000US06037670201,6037670201,2019,4160,3080,74.03846,379,253,66.754616,933,739,79.206863,943,751,79.63945
1400000US06037670202,6037670202,2019,2592,2553,98.495369,289,289,100,625,618,98.879997,573,563,98.254799
1400000US06037670324,6037670324,2019,5127,4570,89.135948,638,567,88.871475,1192,1035,86.828857,1246,1138,91.33226
1400000US06037670326,6037670326,2019,3807,3807,100,401,424,105.73566,843,843,100,1019,1019,100
1400000US06037670328,6037670328,2019,4501,4480,99.53344,309,282,91.262138,1077,1073,99.628601,982,977,99.490837
1400000US06037670405,6037670405,2019,2644,759,28.706505,242,66,27.272728,528,186,35.227272,878,192,21.867882
1400000US06037670406,6037670406,2019,1902,1175,61.777077,99,63,63.636364,443,286,64.559822,397,238,59.949623
1400000US06037670407,6037670407,2019,5757,3020,52.457878,854,389,45.55035,1423,727,51.089249,898,549,61.135857
1400000US06037670413,6037670413,2019,4782,3749,78.398163,353,264,74.787537,1100,919,83.545456,1148,925,80.574913
1400000US06037670416,6037670416,2019,4139,1672,40.396233,772,207,26.813471,908,345,37.995594,957,442,46.185997
1400000US06037670417,6037670417,2019,2940,1216,41.360546,309,112,36.245956,666,282,42.342342,779,314,40.308086
1400000US06037670418,6037670418,2019,3879,3343,86.182007,438,318,72.602737,980,848,86.530609,843,725,86.002373
1400000US06037670500,6037670500,2019,1858,1821,98.008614,139,155,111.51079,404,393,97.277229,512,506,98.828125
1400000US06037670603,6037670603,2019,2018,1856,91.972252,162,163,100.61729,402,368,91.54229,486,444,91.358025
1400000US06037670604,6037670604,2019,5324,4896,91.96093,426,429,100.70422,1060,971,91.603775,1282,1171,91.341652
1400000US06037670701,6037670701,2019,6629,1103,16.639009,941,198,21.041445,1472,294,19.972826,1451,178,12.267402
1400000US06037670702,6037670702,2019,5475,5237,95.652969,183,179,97.814209,1178,1119,94.991508,1388,1338,96.397697
1400000US06037700101,6037700101,2019,5232,0,0,1811,0,0,302,0,0,1074,0,0
1400000US06037700102,6037700102,2019,4061,0,0,1641,0,0,266,0,0,802,0,0
1400000US06037700200,6037700200,2019,6321,0,0,1671,0,0,226,0,0,758,0,0
